transcript_id	miracidia	sporocyst_2d_invitro	sporocyst_1d_invivo	sporocyst_3d_invivo	sporocyst_shedder_invivo	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_069840.1	148.98	159.48	98.41	122.14	193.37	110.15	40.47	27.8	68.49	66.44	65.62	65.7	111.24	62.03
Smp_069870.1	657.64	655.16	84.58	149.56	69.5	90.09	72.03	67.53	89.56	74.92	75.7	66.95	134.94	68.2
Smp_069880.1	220.08	302.78	86.48	113.28	98.56	73.06	66.68	64.75	84.83	89.75	85.41	84.41	169.54	83.3
Smp_069890.1	4.17	1.5	1.65	1.89	7.32	13.18	7.12	1.6	12.89	16.82	14.73	17.96	10.83	17.15
Smp_069900.1	68.74	49.25	81.64	76.1	107.12	368.75	243.28	99.58	97.69	98.9	96.68	110.15	99.21	124.85
Smp_069910.1	136.32	81.6	86.91	89.17	59.31	40.58	36.14	24.74	37.19	38.14	37.71	37.32	55.91	37.53
Smp_069960.1	277.11	268.35	71.28	87.79	42.15	139.82	130.78	118.66	66.48	72.25	84.5	86.37	58.97	83.82
Smp_070020.1	7.22	6.02	18.28	15.85	8.75	5.82	9.36	99.46	19.69	29.13	26.91	32.28	4.67	30.41
Smp_070030.1	0.32	0.29	1.06	0.38	1.72	6.38	12.94	7.71	1.76	2.47	2.07	2.65	1.67	3.44
Smp_070100.1	5.45	0.73	4.91	11.2	101.7	223.8	90.56	8.48	211.48	243.13	328.35	426.66	214.16	484.45
Smp_070110.1	0.26	0.6	0	0	0	1.13	0	1.21	0.9	0	0.12	0.79	1.87	0.93
Smp_070110.2	2.4	2.85	0.83	1.9	0.45	2.61	4.22	5.83	5.03	7.3	4.01	2.81	6.51	7.16
Smp_070130.1	184.53	152.59	37.21	60.32	30.26	31.19	12.76	8.97	20.61	21.65	19.94	18.13	38.85	20.62
Smp_070170.1	25.41	20.39	14.28	17.9	8.51	40.58	40.68	34.5	16.36	16.59	14.79	15.35	13.37	16.91
Smp_070190.1	30.47	36.17	30.41	32.34	31.97	28.84	40.85	46.06	61.04	58.44	51.8	55.82	51.64	57.89
Smp_070200.1	432.62	435.97	138.63	145.29	118.31	121.58	95.17	87.62	101.16	94.34	92.86	90.14	125.53	98.02
Smp_070250.1	945.3	342.17	0	0	0	0	0	0	0	0	0	0	0	0.04
Smp_070310.1	13.68	11.12	8.71	17.43	7.3	31.1	37.59	25.58	12.25	12.83	12.89	13.49	6.01	14.79
Smp_070330.1	6.12	11.45	0	7.48	11.7	4.59	1.02	2.2	11.8	12.4	16.28	13.73	23.77	14.85
Smp_070330.2	23.47	59.18	10.55	0	4.03	5.05	6.41	10.02	12.84	12.56	9.11	9.36	15.43	11.59
Smp_070340.1	111.6	188.94	46.44	62.39	33.03	41.7	80.95	90.5	42.9	37.52	34.62	28.53	43.45	28.6
Smp_070360.1	0.02	0.02	0	0	0	0.68	0	0.02	0.13	0.02	2.15	0.38	6.4	0.09
Smp_070370.1	2.49	30.39	14.35	16.4	3.73	1.9	0.2	1.25	0.27	0.29	0.16	0.15	0.29	0.14
Smp_070380.1	21.93	82.15	323.36	297.35	275.68	39.64	283.76	369.02	232.08	338.44	410.59	534.08	139.02	568.23
Smp_070540.1	0.32	0.07	0.88	1.01	3.47	0.17	1.33	0.53	50.9	7.57	76.75	19.48	102.76	10.45
Smp_070600.1	11.86	12.31	75.71	66.17	48.67	12.54	19.71	29.07	43.88	44.53	53.34	49.35	109.08	53.52
Smp_070610.1	8.86	3.53	24.37	18.87	35.95	40.9	65.92	68.4	47.45	57.73	60.93	66.17	45.95	82.29
Smp_070640.1	5.81	7.08	7.23	9.64	9.54	20.9	37.97	69.38	25.65	32.97	35.96	45.73	11.92	55.69
Smp_070680.1	36.24	29.9	41.87	44.2	80.1	64.88	77.11	119.92	54.72	55.69	43.84	45.78	52.34	57.71
Smp_070680.2	25.63	24.34	10.48	6.85	9.95	20.39	30.24	19.56	9.01	7.41	7.1	7.12	4.61	5.69
Smp_070710.1	5.23	16.15	46.66	52.33	18.73	5.84	7.97	28.22	31.39	33.05	31.08	31.91	27.61	30.51
Smp_070760.1	87.78	51.19	69.95	72.88	37.41	34.68	28.79	37.32	31.21	32.35	24.66	24.78	45.2	35.89
Smp_070770.1	127.63	101.35	123.66	114.95	167.65	55.66	49.27	44.72	59.27	59.98	69.05	60.15	211.14	56.32
Smp_070780.1	32.98	47.38	111.2	140.4	100.91	116.73	117.08	173.83	126.42	153.83	180.2	229.82	163.26	290.02
Smp_070860.1	1.6	0.55	0	0	1.46	2.31	1.03	0.25	3.29	3.33	3.19	2.5	1.21	3.21
Smp_070860.2	1.43	0.86	2.02	1.54	0.99	1.29	2.11	0.66	2.7	2.69	1.54	2.49	1.93	1.28
Smp_070930.1	370.66	565.24	175.43	242.66	177.45	48.17	33.87	30.05	101.13	87.9	97.55	91.38	176.29	90.53
Smp_071000.1	982.99	1085.42	698.43	761.92	782.47	501.49	307.58	173.06	430.68	435.51	448.05	416.55	1368.21	400.09
Smp_071020.1	117.8	123.57	43.51	48.28	54.83	116.65	122.09	83.6	50.38	52.45	52.64	55.16	42.91	60.36
Smp_071050.1	26.04	3.86	110.45	80.77	107.79	84.52	341.7	301.22	185.64	124.44	202	162.6	237.01	166.35
Smp_071140.1	250.03	480.92	106.42	109.62	84.82	147.68	136.55	103.48	142.35	140.96	153.48	161	118.92	153.03
Smp_071150.1	32.13	19.77	30	29.74	20.78	82.2	89.2	50.77	28.3	32.01	36.19	39.34	18.02	43.75
Smp_071250.1	628.75	410	258.5	269.96	344.12	621.12	301.61	278.81	335.28	397.14	362.44	428.38	247.42	478.6
Smp_071380.1	73.5	39.1	87.98	57.05	132.07	305.91	200.54	137.66	93.4	103.16	108.08	125.77	62.01	136.83
Smp_071390.1	428.12	24.98	18.5	9.06	149.36	1143.04	113.34	41.21	62.33	81	82.9	104.72	39.49	122.08
Smp_071470.1	302.74	191.58	137.68	97.78	178.36	248.22	205.54	119.45	93.6	82.49	79.39	71.01	131.8	80.31
Smp_071470.2	42.79	26.22	27.11	0	58.92	75.17	38.35	28.67	20.73	17.57	14.6	13.56	26.34	12.82
Smp_071540.1	6.35	7.81	38.03	21.73	30.47	44.91	33.07	35.39	34.16	31.58	25.59	24.43	33.57	29.41
Smp_071550.1	22.78	26.37	22.94	25.94	35.55	29.39	14.45	15.19	27.07	21.3	23.18	21.24	27.95	19.76
Smp_071550.2	1.58	0	0	0	0.84	4.2	4.94	4.67	3.49	3.23	2.53	3.85	2.38	1.78
Smp_071550.3	0	0.9	3.84	1.1	0	0.96	5.28	0.32	1.31	1.04	1.74	1.63	0.82	1.48
Smp_071560.1	375.52	391.77	96.72	102.99	144.03	125.67	115.31	106.48	112.39	116.61	137.48	129.62	284.7	131.29
Smp_071570.1	16.83	4.52	3.47	0	6.87	41.65	14.57	2.74	4.5	2.05	8.72	5.57	7.63	1.79
Smp_071570.2	35.83	33.14	22.57	22.88	17.64	50.74	53.87	60.61	25.59	24.39	17.15	19.5	16.96	21.03
Smp_071590.1	0.56	2.96	12.71	17.85	26.38	49.64	58.45	90.34	19.55	14.05	22.14	9.25	50.13	17.31
Smp_071610.1	56.19	54.22	40.72	54.44	57.45	46.42	48.16	59.29	137.28	96.32	239.48	200.6	482.25	216.78
Smp_071630.1	118.96	260.03	147.38	131.96	159.52	105.01	213.7	369.08	234.05	269.37	295.47	313.45	286.09	342.25
Smp_071640.1	109.28	147.76	17.03	6.21	17.38	31.76	22.77	12.29	25.15	24.2	27.92	27.45	22.5	26.18
Smp_071640.2	1763.63	1225.15	145.6	273.81	159.9	252.7	162.21	130.21	133.79	103.59	109.2	100.55	193.3	98.8
Smp_071770.1	12.19	27.87	30.84	30.92	26.76	12.59	22.99	19.36	28.2	26.35	23.75	24.24	19.77	23.74
Smp_071830.1	115.53	153.45	96.75	82.36	105.15	82.2	37.08	35.86	54.44	50.37	46	47.17	86.69	55.07
Smp_071830.2	7.89	15.98	22.9	9.64	27.21	16.02	13.45	7.14	7.47	6.41	7.12	8.84	9.74	6.97
Smp_071880.1	37.43	27.69	22.49	28.26	40.09	41.22	23.68	12.42	7.66	6.83	4.96	4.12	21.1	3.78
Smp_071880.2	5.19	1.52	0	0	1.47	4.96	4.66	2.27	1.67	1.32	1.48	1.11	1.35	2
Smp_071880.3	0.19	0.24	0	0	0.34	3.05	0.86	1.25	0.4	0.3	0.84	0.59	0.18	0.44
Smp_071880.4	91.97	49.5	11.04	0	8.77	52.92	39.53	18	15.79	13.84	12.86	12.86	8.18	11.31
Smp_071880.5	0.5	0.79	16.57	4.23	27.76	30.69	44.48	15.69	17.45	14.69	16.55	16.48	12.97	15.71
Smp_071880.6	1.58	0.15	0	0	0	0.26	0	0.15	0.18	0.21	0.11	0.12	0.26	0.28
Smp_071890.1	4.34	3.6	11.14	20.83	6.23	1.44	1.14	1.55	3	2.08	2.82	1.6	4.93	0.83
Smp_071950.1	52.69	96.43	45.82	46.43	41.93	95.57	51.35	47.92	46.61	38.27	41.89	38.65	46.05	40.62
Smp_071960.1	20.79	30.12	90.13	76.69	99.71	30.96	31.92	44.71	84.64	86.65	95.05	91.59	159.26	95.29
Smp_071960.2	2.98	0.68	0.27	0	11.41	1.88	1.43	3.22	9.13	10.34	8.17	12.08	13.88	12.65
Smp_072080.1	0	0	3.17	0	0	0	0	0	13.04	16.51	13.39	12.85	15.17	14.19
Smp_072090.1	43.44	45.57	32.25	28.6	36.09	30.35	27.09	20.33	24.23	22.17	18.58	17.91	31.33	18.28
Smp_072100.1	5.53	0.55	1.77	0	0.78	23.41	22.91	0.98	0.31	0.4	0.82	0.71	0.9	1.09
Smp_072110.1	3459.97	1087.45	411.64	721.01	332.55	3560	1654.92	227.45	362.07	323.5	363.96	311	621.69	263.61
Smp_072140.1	421.55	592.05	350.32	355.98	357.59	690.47	288.99	252.9	454.09	528.48	521.74	607.48	310.61	636.61
Smp_072180.1	80.91	56.47	41.68	45.04	39.44	47.86	48.56	70.16	85.32	82.74	76.15	79.49	58.3	78.67
Smp_072190.1	0.58	1.46	59.87	2.08	227.27	55.69	312.18	934.33	783.36	949.71	773.74	880.5	565.25	808.68
Smp_072190.2	0	0	0	0	5.09	2.51	10.08	15.37	24.99	29.88	21.55	23.23	12.18	20.58
Smp_072210.1	25.02	16.02	18.72	22.23	12.55	68.83	99.93	18.81	8.72	8.46	11.88	12.22	4.17	12
Smp_072320.1	9.62	3.8	1.01	1.33	0.42	6.94	35.06	3.52	1.57	1.62	1.12	0.72	0.58	1.44
Smp_072330.1	15602.12	12442.36	1028.4	1111.02	740.43	286.35	3517.99	1883.53	1045.88	910.26	1042.47	952.36	1691.67	878.15
Smp_072340.1	450.6	624.25	198.6	169.97	157.33	127.91	134.22	125.83	112.37	116.47	106.9	108.48	159.12	100.08
Smp_072350.1	124.67	90.3	58.86	73.39	50.64	171.93	188.21	101.34	50.27	44.58	41.26	36.61	38.26	33.44
Smp_072360.1	18.39	14.28	31.82	30.13	31.91	41.1	42.02	30.44	31.36	29.11	24.08	21.67	23.59	24.23
Smp_072360.2	39.87	43.41	0	0	0	3.04	8.28	0	0	0.49	0.38	2.3	0.47	0
Smp_072360.3	0	0	29.84	5.19	31.48	0	0.21	0	1.25	2.33	0	1.6	19.27	3.61
Smp_072370.1	76.54	63.68	46.99	52.16	35.25	25.85	26.44	55.72	52.51	50.28	50.65	51.13	43.97	45.47
Smp_072380.1	267.19	277.86	131.46	136.16	202.19	71.04	71.08	71.19	138.61	146.16	148.98	171.67	165.95	176.89
Smp_072380.2	267.19	277.86	131.46	136.16	202.19	71.04	71.08	71.19	138.61	146.16	148.98	171.67	165.95	176.89
Smp_072440.1	37.77	33.1	22.18	21.42	16.2	47.43	38.37	22.34	13.57	12.79	13.57	12.66	9.53	10.29
Smp_072450.1	5.25	0.75	5.96	3.78	5.2	0.94	0.43	5.79	6.39	10.82	9.33	13.41	1.38	15.05
Smp_072460.1	4.04	3.69	8.72	22.65	13.89	3.31	8.84	10.78	6.98	5.92	6.96	6.2	8.39	4.17
Smp_072470.1	0.5	0.04	0	0	1.61	1.03	2.01	4.51	2.06	2.18	1	1.36	0.56	1.32
Smp_072490.1	142.43	118.61	57.7	83.93	34.02	114.35	125.21	67.17	40.66	40.51	44.38	42.06	52.83	52.24
Smp_072500.1	0	0.11	0	0	0	0.92	2.55	0.29	0.01	0.4	0.53	0	0.8	0.7
Smp_072500.2	0.19	0.15	0	0	0	0.3	0	0	0.49	0.09	0.53	0.59	0.77	0.38
Smp_072500.3	0.52	0.04	1.8	2.05	1.06	0.48	0	0.42	0.25	0.26	0.38	0.24	0.5	0.19
Smp_072560.1	91.74	96.03	50.04	76.86	30.02	2.39	2.97	3.52	17.42	11.07	10.84	6.11	17.2	3.77
Smp_072630.1	524.83	593.93	1128.31	1532.21	333.09	0	0	0	0	0	0	0.05	0	0
Smp_072640.1	144.81	292.69	114.46	145.2	88.54	36.18	32.88	30.81	54.78	52.66	50.76	49.47	73.96	45.16
Smp_072660.1	9.53	8.36	10.56	11.28	9.69	20.78	28.47	31.17	10.19	9.84	11.22	10.84	7.49	8.65
Smp_072670.1	0.67	1.06	0	0	0	0	0	0	0	0	0	0	0	0
Smp_072720.1	637.63	309.68	138.65	200.33	165.64	650.41	714.28	323.77	163.66	180.76	194.21	207.37	179.28	235.48
Smp_072740.1	69.48	107.47	45.26	41.2	19.03	10.45	13.54	15.13	25.08	24.48	24.88	21.1	42.18	22.43
Smp_072740.2	1.32	0.88	0	7.78	0	0.17	0	11.89	4.95	4.77	4.93	2.94	8.33	4.96
Smp_072790.1	25.69	23.04	52.43	57.66	60.19	42.83	51.65	55.95	41.31	38.9	46.37	44.59	75.65	49.62
Smp_072800.1	10.5	19.35	200.11	222.41	161.39	41.28	42.46	51.66	88.21	96.3	82.43	85.44	169.09	87
Smp_072870.1	6.55	9.14	12.53	10.62	8.26	6.6	8.08	20.66	13.89	14.45	16.69	16.91	13.11	17.62
Smp_072890.1	5.99	5.65	6.09	3.48	3.6	11.05	39.54	26.8	10.56	10.82	6.82	6.54	2.55	9.75
Smp_072890.2	31.42	29.33	10.02	15.32	8.79	6.13	4.46	0	1.55	1.04	0.76	0.66	5.95	0.91
Smp_072900.1	3736.15	4067.23	3488.91	4571.56	2964.79	685.72	643.75	1231.76	1457.34	1476.61	1346.47	1321.48	2923.75	1339.39
Smp_072950.1	706.01	854.4	245	202.74	220.72	156.66	156.31	204.21	173.94	191.74	206.46	185.93	497.07	194.45
Smp_072970.1	424.06	440.72	131.78	129.08	120.51	209.3	147.52	145.54	106.2	111.49	112.21	114.1	212.65	135.29
Smp_072980.1	588.21	745.04	133.32	118.51	84.6	36.83	43.99	45.05	100.43	94.45	101.32	95.17	167.5	119.02
Smp_072990.1	3.5	1.99	12.46	14.23	36.19	8.84	23.55	54.12	30.22	29.82	24.06	26.23	14.67	23.34
Smp_073070.1	14.03	17.76	16.67	14.44	16.69	36.88	51.54	35.92	18.6	18.38	17.97	18.11	11.85	19.04
Smp_073080.1	579.89	839.11	233.34	311.51	140.08	223.99	206.95	119.01	85.61	87.29	82.43	76.93	226.66	81.43
Smp_073140.1	63.84	39.79	135.71	103.06	135.77	81.31	39.94	41.36	77.86	85.23	90.36	93.63	119.96	86.51
Smp_073200.1	6.98	0.99	0	32.11	7.94	16.72	19.47	5.69	5.17	6.16	5.13	5.96	5.04	6.59
Smp_073200.2	16.12	15.42	41.23	15.86	28.2	25.42	35.95	21.29	23.59	26	23.95	23.1	32.25	28.14
Smp_073210.1	16.34	12.78	58.11	61.23	64.05	76.08	82.14	84.55	88.47	91.35	85.22	88.39	86.57	94.23
Smp_073220.1	8.54	8.74	11.23	10.99	14.38	18.88	15.85	25.11	19.82	19.28	16.35	16.47	12.94	16.74
Smp_073270.1	80.52	22.11	31.88	51.01	112.63	248.09	173.17	160.59	157.07	185.28	157.58	187.62	85.48	205.94
Smp_073280.1	0.76	2.16	5.25	4.45	9.74	3.43	16.74	16.05	15.48	20.11	24.26	30.46	7.62	32.09
Smp_073280.2	0	0	0	0	0.72	0.33	0.72	0.57	0.41	0.75	0.98	0.96	0.32	1.03
Smp_073280.3	0.13	1.35	3.06	0	0.8	0.3	0	0	16.3	20.6	22.67	28.58	4.38	25.41
Smp_073290.1	207.8	171.81	74.71	82.65	62.66	84.01	130.66	81.13	63.67	58.69	55.78	55.25	51.72	53.46
Smp_073300.1	150.62	141.65	55.8	88.9	54.36	8.88	3.61	5.7	59.07	35.83	36.86	24.46	53.63	16.49
Smp_073340.1	18.41	29.94	24.63	25.15	29.07	47.3	94.71	77.84	32.46	33.68	36.51	37.65	47.34	46.6
Smp_073390.1	19.02	19.55	54.48	36.85	52.99	21.56	26.3	49.77	38.21	35.57	39.09	36.34	53.45	43.92
Smp_073390.2	0	0.51	0	0	2.9	0.84	1.93	0.78	1.65	1.44	1.97	3.13	2.17	0.59
Smp_073390.3	1.79	0.84	0	0	2.93	5.27	2.98	3.57	1.36	1.2	1.81	2.44	3.52	2.28
Smp_073400.1	46.76	45.26	50.48	87.11	101.09	65.71	66.36	119.72	296.53	366.13	518.75	645.77	330.21	870.57
Smp_073410.1	922.33	1106.32	373.57	404.52	259.25	352.52	303.74	221.02	293.13	303.13	307.32	317.84	457.49	320.38
Smp_073470.1	26.45	21.85	10.32	14.44	9.62	51.27	57.71	57.27	16.88	16.91	15.46	15.87	7.83	15.1
Smp_073490.1	4.99	5.25	6.41	3.05	1.33	3.43	12.19	8.03	9.07	10.61	18.81	22.5	6.93	12.92
Smp_073500.1	548.88	922.28	418.56	512.5	309.44	403.16	186.88	89.05	247.15	238.44	246.63	229.73	381.58	220.76
Smp_073510.1	38.31	45.92	36.21	34.11	25.8	19.57	32.15	28.53	26.82	32	30.07	29.73	29.65	27.44
Smp_073510.2	0.48	0.99	1.88	0	0.57	3.04	11.72	10.9	2.63	5.99	2.6	2.61	1.23	2.49
Smp_073540.1	243.68	236.05	235.63	299.14	230.22	50.29	174.5	52.35	170.12	173.94	162.56	164.97	345.37	180.17
Smp_073560.1	264.79	235.67	61.85	56.23	47.43	66.25	87.92	62.12	79.43	83.84	67.88	73.96	104.03	86.92
Smp_073570.1	661.64	675.33	323.9	414.46	290.22	221.48	143.81	46.6	146.99	145.42	152.03	149.55	336.14	153.72
Smp_073590.1	573.64	992.94	264.97	243.63	231.55	139.05	107.2	166.85	276.82	272.85	324.25	307.48	728.62	343.26
Smp_073600.1	490.03	316.79	161.35	192.78	152.41	174.99	133.12	125.22	141.81	154.21	155.93	171.85	210.51	180.72
Smp_073610.1	69.65	71.34	31.34	29.85	28.91	87.06	55.41	42.65	40.03	35.29	31.05	30.42	33.8	30.6
Smp_073620.1	886.86	1325.97	527.52	654.88	437.92	202.41	177.29	127.42	167.1	153.32	160.52	141.86	326.8	131.94
Smp_073680.1	2.68	1.57	0	0	5.73	2.15	4.42	1.5	3.12	2.48	1.73	2.88	4.1	3.64
Smp_073680.2	89.53	69.4	121.99	57.74	193.35	142.19	103.12	72.55	80.39	69.43	68.85	71.48	111.94	79.97
Smp_073690.1	336.45	442.57	182.65	206.87	175.87	86.92	76.43	90.93	122.01	115.02	119.98	114.54	202.51	110
Smp_073720.1	40.67	51.72	109.02	146.02	98.79	105.02	117.83	142.65	111.64	117.57	107.48	122.18	95.84	134.17
Smp_073790.1	270.52	145.09	232.88	296.7	332.41	1375.55	840.09	179.85	459.77	477.33	533.21	582.64	585.5	706.82
Smp_073800.1	8.86	8.05	6.19	7.08	7.26	13.54	28.36	18.14	15.52	16.68	14.8	13.86	12.44	17.93
Smp_073830.1	71.1	93.17	39.57	38.87	26.53	29.83	25.44	34.91	29.85	27.84	25.75	26.5	29.81	26.34
Smp_073880.1	7142.17	7718.88	2570.17	3453.59	2125.96	783.91	950.17	1267.62	897.55	823.5	901.88	739.71	2551.58	660.82
Smp_073920.1	0	0	0	0	0	0.23	0	0.22	0.29	0.04	0.41	0.22	1.71	0.18
Smp_073940.1	742.64	740.78	236.47	237.76	119.68	61.76	58.1	86.37	133.21	134.27	114.26	127.96	100.1	116.41
Smp_074000.1	1780.49	999.6	503.07	325.04	409.95	977.87	950.82	524.43	719.04	761.18	1283.56	1208.16	2885.32	1391.41
Smp_074010.1	7.07	5.03	5.63	2.76	3.16	12.75	9.32	6.18	15.31	14.9	15.68	16.98	19.71	22.05
Smp_074020.1	30.15	44.44	21.39	23.72	20.25	37.94	75.69	83.2	53.74	55.07	53.05	56.44	26.03	57.61
Smp_074040.1	136.77	128.43	136.66	146.06	79.61	113.27	89.26	99.33	74.78	71.58	78.16	76.2	79.71	88.05
Smp_074050.1	30.32	37.58	17.36	16.2	21.99	46.55	44.06	37.4	19.73	17.09	17.99	17.83	13.41	14.58
Smp_074070.1	93.64	70.7	27.15	45.6	28.87	51.13	33.51	32.46	23.88	21.94	24.27	23.22	26.44	23.17
Smp_074080.1	16.68	39.39	31.77	23.67	37.23	6.7	70.27	70.76	94.33	79.23	49.44	48.88	21.59	37.73
Smp_074140.1	101.14	306.13	818.35	690.9	331.72	222.02	443.59	128.7	280.16	312.27	321.94	335.8	311.44	386.35
Smp_074150.1	7.2	9.93	22.42	32.94	43.47	32.66	71.87	47.8	101.88	184.61	190.73	256.9	86.28	286.25
Smp_074190.1	1.1	2.41	19.96	11.4	19.67	3.88	5.23	9.55	37.98	49.31	55.86	53.89	83.66	62.01
Smp_074200.1	67.27	69.36	38.19	38.8	23.33	31.88	50.97	75.93	28.53	31.26	25.39	22.44	41.57	26.56
Smp_074210.1	8.62	12.62	106.34	102.93	91.03	22.13	18.21	14.08	55.53	59.02	54.27	49.65	101.12	56.6
Smp_074230.1	23.32	13.28	115.07	143.41	77.34	27.53	28.63	36.08	60.32	62.98	55.87	49.82	125.99	70.54
Smp_074260.1	14.76	28.73	170.92	240.96	133.49	13.81	29.02	46.79	80.1	96.43	83.33	88.25	118.6	82
Smp_074280.1	8.73	0.53	23.42	2.05	7.5	1.88	0.34	1.05	8.62	7.75	7.45	7.72	6.75	8.65
Smp_074330.1	171.13	156.14	100.11	100.92	114.21	104.91	68.84	50.13	136.62	147.66	136.14	153.01	193.68	156.78
Smp_074370.1	85.86	99.54	73.74	65.12	52.42	121.11	118.64	70.82	40.79	37.87	34.69	32.24	60.2	36.11
Smp_074390.1	1327.37	1362.2	400.87	551.03	161.82	4.79	10.29	48.62	81.72	60.42	112.14	62.11	405.23	66.85
Smp_074400.1	26.86	25.42	17.26	24.28	13.56	9.54	22.59	33.39	20.04	16.81	18.97	16.05	23.5	17.64
Smp_074410.1	10.26	10.77	29.33	21.11	20.69	16.64	27.03	28.12	27.92	28.15	23.71	22.5	19.63	23.94
Smp_074450.1	0.15	0	0	0	0.01	5.54	9.13	17.61	4.84	7.34	4.8	7.06	1.71	3.86
Smp_074450.2	0.26	0.84	2.23	0	20.02	115.13	256.88	256.73	255.83	351.42	208.99	260.38	98.71	238.13
Smp_074450.3	0.06	0	0.41	0	0.37	13.09	20.81	28.89	16.37	23.35	16.37	21.22	2.26	11.44
Smp_074460.1	0	0.15	0	0	0.45	2.57	1.94	24.7	53.57	49.21	102.63	108.7	108.99	160.77
Smp_074470.1	2515.5	1973.61	923.14	961.77	798.48	363.37	156.14	67.23	366.2	336.08	338.83	297.46	938.66	273.32
Smp_074500.1	691.18	707.22	486.78	587.25	456.68	130.87	183.19	236.3	225.55	215.23	210.15	207.85	498.59	185.7
Smp_074510.1	29.26	13.92	7.84	14.46	19.25	22.82	29.83	25.87	16.06	15.72	17.02	17.22	16.96	21.63
Smp_074560.1	0	0	0	0	1.27	14.92	2.1	4.47	0.8	1	1.23	2.21	0	2.19
Smp_074560.2	3.2	0.4	0	6.04	80.67	661.4	35.92	5.91	6.33	30.61	31.73	49.41	4.11	44.95
Smp_074560.3	18.95	0.33	5.79	0	66.7	182.45	6.06	4	18.13	74.44	56.12	90.35	8.98	120.92
Smp_074570.1	8.47	1.35	0	0	152.49	3523.64	643.51	70.83	1.54	4.45	8.79	12.6	14.09	25.33
Smp_074570.2	0.02	0	0	0	11.49	125.09	107.4	87.37	0.29	0.35	1.65	2.25	1.24	4.22
Smp_074590.1	24.77	8.03	25.99	16.61	94.14	88.33	58.02	15.57	43.84	57.89	56.8	70.62	21.38	70.86
Smp_074610.1	33.28	13.39	4.54	7.55	7.46	5.37	2.94	2.28	6.85	5.35	5.44	5.13	7.13	2.98
Smp_074700.1	16.16	26.97	14.87	8.95	20.08	15.75	22.76	38.14	25.25	21.81	19.01	17.12	36.4	21.52
Smp_074700.2	396.46	415.85	446.18	483.15	348.49	129.22	217.14	702.92	238.4	214.7	298.35	225.29	1167.88	211.24
Smp_074710.1	14.5	18.87	9.28	9.09	4.16	5.52	1.74	0.9	0.81	1.1	11.43	2.7	45.41	1.15
Smp_074770.1	42.66	32.86	115.21	54.44	156.12	43.79	41.56	56.15	67.72	54.76	58.73	54.18	81.05	55.68
Smp_074780.1	5033.74	5088.64	4605.21	4913.54	3886.81	780.04	888.67	1016.52	985.5	1001.18	1006.63	845.08	3318.83	685.35
Smp_074830.1	0.89	0.42	6.41	3.66	4.89	2.7	0.2	1.17	2.17	2.07	2.39	2.23	1.49	3.15
Smp_074870.1	186.56	189.88	54.42	60.38	38.96	98.56	86.2	62.08	46.49	53.52	48.15	46.86	66.56	56.86
Smp_074880.1	12.71	15.89	15.55	18.52	14.57	5.86	7.2	9.38	26.99	27.65	24.69	25.44	31	25.37
Smp_074900.1	0.67	0.88	7.58	8.67	17.86	6.82	1.38	3.9	59.63	38.49	52.59	50.53	36.62	53.56
Smp_074930.1	35.53	15.51	87.88	60.48	60.77	41.68	58.03	52.55	81.29	93.29	88.29	93.39	136.7	112.15
Smp_074930.2	10.2	10.97	18.88	14.35	11.15	26.59	39.82	33.07	18.79	18.52	16.64	15.64	17.39	16.29
Smp_074940.1	29.43	49.36	27.56	26.61	15.21	22.26	25.92	11.37	12.3	13.39	13.77	14.47	19.25	12.6
Smp_074950.1	149.26	104.44	97.31	89.94	90.22	57.39	34.6	29.39	53.52	54.73	51.22	56.09	77.98	60.72
Smp_074990.1	9.31	6.97	5.15	1.97	4.84	9.71	7.13	6.39	7.26	5.76	7.27	7.25	4.49	4.13
Smp_075000.1	49.27	51.48	15.05	15.3	18.84	92.56	32.71	28.94	36.49	26.54	34.99	31.94	33.13	30.64
Smp_075030.1	105.48	325.88	95.45	179.81	143.02	86.8	62.75	53.97	59.94	65.27	67.3	78.09	74.34	81.11
Smp_075040.1	29.37	15.78	36.51	32.2	22.72	9.05	3.31	3.49	7.57	6.8	7.65	7.43	14.84	7.41
Smp_075040.2	9.55	3.22	4.99	0	2.59	3.58	4.97	5.06	4.19	4.19	2.77	3.82	2.59	3.54
Smp_075060.1	1.45	3.82	0	0	0.43	6.36	3.28	3.27	1.29	1.06	1.3	1.09	0.46	0.9
Smp_075060.2	0	0.44	0.95	1.99	0	0.94	0	0	0	0	0	0	0	0
Smp_075110.1	6.22	4.28	15.9	23.32	10.91	0	0.36	0.96	6.42	4.39	4.89	3.4	9.59	2.2
Smp_075110.2	32.7	25.16	11.92	11.49	14	3.25	0.14	0.89	5.71	3.97	4.42	2.12	14.55	1.72
Smp_075120.1	2127.85	1943.57	540.74	709.24	384.04	148.44	146.2	184.17	191.79	180.65	195.87	167.92	514.02	145.13
Smp_075130.1	97.96	20.74	18.75	16.08	17.79	61.71	50.17	27.41	21.52	24.83	22.52	29.02	11.85	38.67
Smp_075140.1	3.78	1.74	3.94	0.75	6.87	3.07	0.5	1.17	13.77	12.02	10.49	10.53	5.16	9.28
